|6.6.6
antigorite_1.tab                                                                                    
           1
T(K)    
   0.0000000000000000     
   0.0000000000000000     
          16
           7
T(K)           P(bar)         rho,kg/m3      rho,kg/m3      SIO2,wt%       MGO,wt%        fo,vo%        
  923.150        13711.9        3044.58        1040.34        50.4470        47.7735        59.6895     
  923.150        13721.9        3044.62        1040.53        50.4470        47.7735        59.6898     
  923.150        13731.9        3044.66        1040.71        50.4470        47.7735        59.6901     
  923.150        13741.9        3044.71        1040.90        50.4470        47.7735        59.6904     
  923.150        13751.9        3044.75        1041.08        50.4470        47.7735        59.6906     
  923.150        13761.9        3044.79        1041.27        50.4470        47.7735        59.6909     
  923.150        13771.9        3044.83        1041.45        50.4470        47.7735        59.6912     
  923.150        13781.9        3044.87        1041.64        50.4470        47.7735        59.6915     
  923.150        13791.9        3044.91        1041.82        50.4470        47.7735        59.6918     
  923.150        13801.9        3044.95        1042.01        50.4470        47.7735        59.6921     
  923.150        13811.9        3044.99        1042.19        50.4470        47.7735        59.6924     
  923.150        13821.9        3045.03        1042.37        50.4470        47.7735        59.6927     
  923.150        13831.9        3045.07        1042.56        50.4470        47.7735        59.6929     
  923.150        13841.9        3045.11        1042.74        50.4470        47.7735        59.6932     
  923.150        13851.9        3045.15        1042.93        50.4470        47.7735        59.6935     
  923.150        13861.9        3045.19        1043.11        50.4470        47.7735        59.6938     
  923.150        13871.9        3045.23        1043.29        50.4470        47.7735        59.6941     
  923.150        13881.9        3045.27        1043.48        50.4470        47.7735        59.6944     
  923.150        13891.9        3045.31        1043.66        50.4470        47.7735        59.6947     
  923.150        13902.0        3045.35        1043.84        50.4470        47.7735        59.6950     
  923.150        13912.0        3045.39        1044.03        50.4470        47.7735        59.6953     
  923.150        13922.0        3045.43        1044.21        50.4470        47.7735        59.6955     
  923.150        13932.0        3045.47        1044.39        50.4470        47.7735        59.6958     
  923.150        13942.0        3045.51        1044.57        50.4470        47.7735        59.6961     
  923.150        13952.0        3045.55        1044.76        50.4470        47.7735        59.6964     
  923.150        13962.0        3045.59        1044.94        50.4470        47.7735        59.6967     
  923.150        13972.0        3045.63        1045.12        50.4470        47.7735        59.6970     
  923.150        13982.0        3045.67        1045.30        50.4470        47.7735        59.6973     
  923.150        13992.0        3045.71        1045.49        50.4470        47.7735        59.6976     
  923.150        14002.0        3045.75        1045.67        50.4470        47.7735        59.6978     
  923.150        14012.0        3045.79        1045.85        50.4470        47.7735        59.6981     
  923.150        14022.0        3045.83        1046.03        50.4470        47.7735        59.6984     
  923.150        14032.0        3045.88        1046.21        50.4470        47.7735        59.6987     
  923.150        14042.0        3045.92        1046.40        50.4470        47.7735        59.6990     
  923.150        14052.0        3045.96        1046.58        50.4470        47.7735        59.6993     
  923.150        14062.0        3046.00        1046.76        50.4470        47.7735        59.6996     
  923.150        14072.0        3046.04        1046.94        50.4470        47.7735        59.6999     
  923.150        14082.0        3046.08        1047.12        50.4470        47.7735        59.7001     
  923.150        14092.0        3046.12        1047.30        50.4470        47.7735        59.7004     
  923.150        14102.1        3046.16        1047.48        50.4470        47.7735        59.7007     
  923.150        14112.1        3046.20        1047.66        50.4470        47.7735        59.7010     
  923.150        14122.1        3046.24        1047.84        50.4470        47.7735        59.7013     
  923.150        14132.1        3046.28        1048.02        50.4470        47.7735        59.7016     
  923.150        14142.1        3046.32        1048.20        50.4470        47.7735        59.7019     
  923.150        14152.1        3046.36        1048.38        50.4470        47.7735        59.7022     
  923.150        14162.1        3046.40        1048.56        50.4470        47.7735        59.7024     
  923.150        14172.1        3046.44        1048.74        50.4470        47.7735        59.7027     
  923.150        14182.1        3046.48        1048.92        50.4470        47.7735        59.7030     
  923.150        14192.1        3046.52        1049.10        50.4470        47.7735        59.7033     
  923.150        14202.1        3046.56        1049.28        50.4470        47.7735        59.7036     
  923.150        14212.1        3046.60        1049.46        50.4470        47.7735        59.7039     
  923.150        14222.1        3046.64        1049.64        50.4470        47.7735        59.7042     
  923.150        14232.1        3046.68        1049.82        50.4470        47.7735        59.7045     
